age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
26,5,2,3,0,1,0,0,4,4,115,2,999,1,0,-1.8,93.749,-34.6,0.659,5008.7,0
35,6,0,2,0,2,2,1,2,4,34,1,999,0,1,1.1,93.994,-36.4,4.86,5191,0
39,8,0,3,0,1,0,0,3,0,57,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
60,0,0,6,2,0,0,1,2,3,280,5,999,0,1,1.1,93.994,-36.4,4.858,5191,0
41,6,0,1,0,1,0,0,2,3,187,8,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
55,5,0,0,0,1,0,1,8,4,178,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
33,6,2,3,2,0,0,0,2,3,275,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,6,0,4,0,0,0,0,9,2,103,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33,6,0,0,0,1,0,1,2,3,183,4,999,0,1,1.1,93.994,-36.4,4.859,5191,0
50,6,0,2,0,1,0,0,8,4,117,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
50,9,0,0,0,1,0,1,2,0,248,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
42,6,0,1,0,1,0,0,9,0,227,6,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
34,3,0,3,0,1,0,0,5,3,905,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,0
32,9,0,0,0,1,0,0,2,2,76,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
33,5,2,3,0,1,1,1,8,0,304,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
42,6,0,1,0,0,0,0,2,0,139,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
28,8,0,3,0,1,0,0,2,4,201,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
59,0,0,6,2,1,0,1,8,2,435,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
35,6,2,4,0,1,0,1,2,3,198,3,999,0,1,1.1,93.994,-36.4,4.856,5191,0
58,0,0,0,0,1,0,0,9,4,232,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
37,6,0,1,0,1,0,1,2,0,59,4,999,0,1,1.1,93.994,-36.4,4.857,5191,0
30,6,0,2,0,1,0,1,2,2,198,1,999,0,1,1.1,93.994,-36.4,4.855,5191,0
23,9,2,0,0,0,0,1,8,0,85,5,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
35,5,0,0,2,2,2,1,2,3,35,1,999,0,1,1.1,93.994,-36.4,4.859,5191,0
45,9,0,0,0,1,1,0,2,4,141,3,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
35,6,2,1,0,1,0,1,8,4,155,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
29,8,0,6,0,0,0,0,9,4,86,2,999,1,0,-2.9,92.469,-33.6,1.072,5076.2,0
34,5,2,3,0,1,0,0,3,0,118,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
28,8,2,3,0,1,0,0,9,1,175,5,999,0,1,-1.7,94.215,-40.3,0.876,4991.6,0
48,5,1,3,0,0,0,1,2,1,355,5,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
50,5,1,3,0,1,0,0,3,1,23,9,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
33,5,2,0,0,1,0,0,5,4,172,2,999,0,1,-0.1,93.2,-42,4.076,5195.8,0
44,5,2,3,0,1,0,1,2,0,158,7,999,0,1,1.1,93.994,-36.4,4.857,5191,0
51,5,0,3,0,1,1,0,5,2,175,3,999,1,0,-0.1,93.2,-42,4.021,5195.8,0
33,5,0,0,0,1,0,1,8,0,111,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
58,0,0,3,2,1,1,0,3,3,269,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
32,1,2,3,0,0,0,0,4,0,333,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
27,6,0,1,0,1,0,0,2,1,259,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
33,6,0,2,0,0,0,0,9,0,199,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
55,5,0,0,0,0,0,0,4,1,163,2,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,0
31,8,2,0,0,1,1,0,3,3,79,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
37,6,2,0,0,1,1,1,2,3,131,2,999,0,1,1.1,93.994,-36.4,4.858,5191,0
38,5,0,6,0,0,0,0,9,0,182,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,9,2,4,2,1,1,1,2,3,501,2,999,0,1,1.1,93.994,-36.4,4.858,5191,0
30,3,0,6,0,0,0,0,2,1,34,2,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
38,8,2,6,0,0,1,0,9,1,80,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
28,6,0,0,0,0,0,1,8,2,216,1,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
54,5,0,0,0,0,0,1,2,3,66,2,999,0,1,1.1,93.994,-36.4,4.858,5191,0
32,8,0,3,0,1,0,1,2,3,186,2,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
24,6,2,0,0,1,0,0,9,0,51,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
33,8,0,2,0,1,0,1,2,0,215,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
27,8,2,6,0,0,0,0,9,0,93,7,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
55,8,0,3,2,1,0,0,3,3,150,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
32,5,0,0,0,0,0,0,9,3,185,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33,9,0,6,0,1,0,0,2,1,44,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
30,11,0,3,0,1,0,0,3,0,171,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
50,5,0,3,0,0,1,1,2,1,20,4,999,0,1,1.1,93.994,-36.4,4.857,5191,0
53,5,1,3,2,0,0,1,2,0,287,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
48,8,2,3,0,1,1,0,5,1,193,4,999,1,0,-0.1,93.2,-42,4.153,5195.8,0
26,8,2,6,0,1,0,0,8,3,102,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
34,9,0,0,0,2,2,0,9,0,455,13,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
48,8,0,3,0,0,0,0,5,1,373,4,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
37,3,0,3,0,1,0,0,5,2,56,2,999,0,1,-0.1,93.2,-42,4.021,5195.8,0
27,5,2,2,0,1,1,0,2,4,167,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
45,3,0,6,0,0,1,1,8,4,128,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
41,5,2,0,0,0,1,1,2,2,96,2,999,0,1,1.1,93.994,-36.4,4.864,5191,0
30,10,0,0,0,0,0,0,5,3,706,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,0
38,5,0,0,0,1,0,0,7,4,82,1,999,1,0,-3.4,92.431,-26.9,0.754,5017.5,0
32,5,2,3,0,0,0,0,3,3,130,3,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
50,3,1,3,2,1,0,0,9,0,433,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29,8,2,3,0,1,0,0,5,2,153,1,999,1,0,-0.1,93.2,-42,4.021,5195.8,0
33,5,2,3,0,0,0,0,3,3,184,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
36,6,0,2,0,2,2,0,5,1,95,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
33,4,2,3,0,0,1,1,8,0,16,13,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
49,6,0,2,0,0,1,1,8,1,156,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
47,6,0,1,2,1,0,0,2,2,173,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
28,5,2,0,0,0,0,0,6,2,144,2,999,0,1,-1.8,92.843,-50,1.531,5099.1,0
47,5,2,7,2,0,0,1,2,4,127,1,999,0,1,1.1,93.994,-36.4,4.86,5191,0
50,6,0,1,0,1,0,0,9,1,186,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
53,5,1,3,0,1,1,0,6,4,431,1,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,0
32,6,1,2,2,1,0,1,8,0,1009,5,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
46,6,0,1,0,0,0,0,4,4,357,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
51,3,0,3,2,0,0,1,8,1,143,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
32,8,0,6,0,1,0,1,8,1,67,10,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
30,5,2,0,0,0,0,1,2,4,308,3,999,0,1,1.1,93.994,-36.4,4.855,5191,0
33,4,0,6,2,1,0,1,2,0,129,2,999,0,1,1.1,93.994,-36.4,4.857,5191,0
46,5,0,0,0,1,0,0,9,1,98,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
40,8,0,3,0,0,0,0,5,2,52,1,999,1,0,-0.1,93.2,-42,4.021,5195.8,0
33,6,0,2,2,0,1,1,2,4,113,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
34,1,0,3,0,0,0,0,5,4,154,3,999,1,0,-0.1,93.2,-42,4.076,5195.8,0
31,8,0,0,0,1,0,0,3,1,155,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
42,5,0,3,0,1,0,0,9,0,46,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
30,6,0,4,0,0,0,1,8,1,338,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
36,6,0,2,0,1,0,0,2,0,98,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
43,1,0,6,0,0,0,1,2,0,153,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
30,5,2,0,0,0,0,1,9,0,177,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
25,5,2,0,0,0,1,0,9,4,277,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
47,6,2,1,2,1,0,1,2,3,162,1,999,0,1,1.1,93.994,-36.4,4.856,5191,0
55,1,2,1,0,0,0,1,8,3,205,4,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
49,6,0,4,0,1,0,1,2,4,374,5,999,0,1,1.1,93.994,-36.4,4.86,5191,0
54,6,0,0,0,0,0,1,8,0,53,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
24,1,2,3,0,1,0,0,4,4,91,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
38,1,0,3,0,0,0,0,0,3,149,2,999,1,0,-1.1,94.199,-37.5,0.88,4963.6,0
45,10,0,3,2,0,0,0,5,4,301,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,0
53,0,1,6,0,2,2,0,3,0,82,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
38,8,2,0,0,0,0,0,3,3,74,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
40,8,0,3,2,0,0,1,2,4,66,2,999,0,1,1.1,93.994,-36.4,4.855,5191,0
32,6,0,2,0,1,1,0,2,2,157,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
58,2,1,1,0,1,1,0,0,3,511,1,999,0,1,-3.4,92.379,-29.8,0.781,5017.5,0
38,6,2,7,0,1,0,1,7,1,39,1,999,1,0,-0.1,93.798,-40.4,4.968,5195.8,0
37,8,0,3,2,1,0,1,2,0,351,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
63,1,0,7,0,1,0,0,0,2,156,2,999,2,0,-3.4,92.379,-29.8,0.803,5017.5,0
38,10,0,3,2,0,0,0,9,0,157,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
51,5,1,3,2,0,0,0,3,2,59,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
39,6,1,4,2,1,0,0,2,3,408,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
35,4,1,1,0,1,0,1,2,4,98,1,999,0,1,1.1,93.994,-36.4,4.86,5191,0
45,6,0,4,2,0,0,1,8,4,333,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
43,6,0,2,0,1,1,0,2,0,99,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
36,5,2,3,0,0,0,0,9,4,18,40,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
39,9,0,0,0,0,0,0,9,3,111,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
43,9,0,0,0,0,0,0,4,0,390,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
31,10,0,4,0,1,0,1,2,2,108,3,999,0,1,1.1,93.994,-36.4,4.857,5191,0
39,9,1,0,0,0,0,1,8,4,81,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
30,6,0,4,0,0,0,1,8,1,131,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
49,1,2,3,0,1,1,0,2,1,141,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
34,8,0,0,0,1,0,0,3,4,85,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
32,4,2,0,0,0,0,1,2,3,153,3,999,0,1,1.1,93.994,-36.4,4.857,5191,0
26,6,0,2,2,0,0,0,9,1,250,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,8,0,6,0,0,0,1,2,1,185,1,999,0,1,1.1,93.994,-36.4,4.856,5191,0
36,5,0,3,0,1,0,0,4,4,96,4,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,0
32,5,2,3,0,1,0,0,7,2,164,1,999,3,0,-1.1,94.601,-49.5,0.942,4963.6,0
32,1,2,6,0,0,0,0,2,2,194,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
28,5,2,3,0,0,0,0,7,4,116,1,17,1,2,-1.1,94.601,-49.5,0.965,4963.6,0
48,5,1,0,0,1,0,0,2,4,265,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
32,5,0,3,0,0,0,0,2,0,112,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,0
57,0,0,7,2,0,0,0,3,2,153,6,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
41,5,0,3,0,0,0,1,8,4,115,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
35,5,0,0,0,1,0,1,2,2,259,9,999,0,1,1.1,93.994,-36.4,4.857,5191,0
42,5,1,3,0,0,0,1,8,3,104,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
42,5,0,0,0,0,0,0,2,3,406,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
50,3,0,2,0,1,0,0,3,4,219,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
53,8,0,6,0,1,0,0,5,4,322,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,0
44,8,0,6,2,1,0,1,8,2,371,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
48,6,0,4,2,0,0,1,2,0,174,3,999,0,1,1.1,93.994,-36.4,4.857,5191,0
32,6,0,4,0,0,0,1,8,0,147,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
57,5,0,3,0,0,1,0,9,0,231,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
52,6,0,4,2,1,0,0,3,0,108,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
41,5,0,3,0,1,0,0,3,4,12,10,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
53,5,2,4,0,1,0,1,8,0,63,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
35,6,2,4,2,1,0,0,9,0,153,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,9,0,0,0,1,0,1,2,3,229,2,999,0,1,1.1,93.994,-36.4,4.858,5191,0
28,6,0,1,0,1,0,0,2,3,98,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
41,8,0,3,2,1,1,0,4,4,139,1,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,0
36,9,2,0,0,0,0,0,2,3,102,6,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
35,6,0,4,0,1,0,0,2,2,265,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
52,10,0,7,0,1,0,0,5,3,149,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,0
44,5,0,3,2,0,0,1,2,2,165,6,999,0,1,1.1,93.994,-36.4,4.859,5191,0
30,4,2,2,0,0,0,1,2,1,294,10,999,0,1,1.1,93.994,-36.4,4.856,5191,0
58,0,0,4,2,0,0,1,2,0,268,3,999,0,1,1.1,93.994,-36.4,4.857,5191,0
35,5,2,3,0,0,0,1,2,2,123,4,999,0,1,1.1,93.994,-36.4,4.864,5191,0
51,8,0,6,0,0,0,0,3,0,72,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
41,2,0,4,2,0,0,1,8,2,126,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
37,8,2,6,0,0,0,1,2,0,197,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
45,1,0,3,0,1,0,0,3,2,334,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
37,6,2,4,2,2,2,1,8,1,82,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
40,6,2,0,0,1,0,0,5,1,139,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
28,7,2,3,2,1,0,0,2,1,101,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
32,9,0,0,0,0,0,0,4,2,1090,1,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
29,9,1,0,0,0,1,1,2,0,251,11,999,0,1,1.1,93.994,-36.4,4.857,5191,0
40,6,0,0,0,0,1,1,2,0,150,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
64,4,0,1,0,1,0,0,5,4,427,1,999,0,1,-3.4,92.649,-30.1,0.714,5017.5,0
35,5,2,0,0,1,0,1,2,2,541,2,999,0,1,1.1,93.994,-36.4,4.857,5191,0
31,5,0,3,0,1,0,1,3,2,43,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
33,1,2,3,0,0,1,1,2,2,71,11,999,0,1,1.1,93.994,-36.4,4.859,5191,0
39,3,0,6,0,0,1,0,4,1,389,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
44,9,1,0,0,1,1,0,9,0,395,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
33,6,2,0,0,1,0,0,6,3,163,1,999,0,1,-1.8,92.843,-50,1.602,5099.1,0
58,6,0,1,0,1,0,1,2,2,281,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
33,6,0,1,0,1,0,1,2,2,232,2,999,0,1,1.1,93.994,-36.4,4.855,5191,0
54,11,0,2,0,1,0,0,9,1,174,2,13,2,2,-1.7,94.215,-40.3,0.876,4991.6,0
50,6,1,1,0,1,0,1,8,0,46,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
36,10,0,0,0,0,1,0,5,0,41,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,0
54,6,0,0,0,1,1,1,8,3,26,7,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
52,8,1,0,0,0,1,0,2,3,191,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
31,6,2,2,0,0,1,0,2,3,37,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
38,7,2,3,0,1,0,1,2,0,763,6,999,0,1,1.1,93.994,-36.4,4.857,5191,0
36,8,2,6,0,1,0,0,5,1,216,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
25,8,0,3,0,1,0,0,2,1,127,1,12,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
70,0,0,0,0,1,0,0,0,2,144,1,999,0,1,-3.4,92.379,-29.8,0.741,5017.5,0
25,8,2,3,0,0,0,1,8,0,92,6,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
34,8,2,0,0,0,0,0,3,2,64,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
35,1,0,3,0,0,0,0,9,2,102,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,5,0,3,0,0,0,0,9,0,97,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
31,7,0,0,0,0,0,0,9,4,149,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
58,2,0,1,0,1,0,0,2,0,144,1,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,0
37,5,2,3,0,0,1,0,9,3,312,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
37,5,0,3,0,1,0,0,2,2,286,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
56,4,0,2,2,0,1,1,2,1,43,2,999,0,1,1.1,93.994,-36.4,4.856,5191,0
34,5,2,3,0,0,0,0,3,0,299,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
31,8,0,6,0,0,0,0,3,1,298,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34,1,2,0,0,0,0,0,9,0,264,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
34,1,2,0,0,1,0,1,8,0,220,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
35,8,2,3,0,0,0,0,9,3,128,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,5,0,0,0,1,0,0,2,1,106,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
47,2,2,1,0,0,0,1,8,1,241,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
36,6,1,2,2,1,0,0,2,3,14,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
49,4,0,2,0,1,1,1,8,4,271,1,999,0,1,1.4,94.465,-41.8,4.955,5228.1,0
57,8,0,6,0,1,0,0,3,2,160,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
54,8,0,6,0,0,0,1,2,2,171,2,999,0,1,1.1,93.994,-36.4,4.864,5191,0
51,6,0,1,2,1,0,0,3,2,207,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
29,8,2,6,0,0,0,0,3,2,245,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
46,6,0,1,2,1,0,1,2,4,101,4,999,0,1,1.1,93.994,-36.4,4.86,5191,0
42,9,0,1,0,0,0,0,9,0,101,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
36,5,2,3,0,0,0,0,2,1,89,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
35,8,0,6,0,1,0,0,5,0,115,2,999,0,1,-0.1,93.2,-42,4.191,5195.8,0
39,5,2,3,2,0,0,1,8,0,658,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
44,1,0,3,0,1,0,0,2,1,71,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
34,5,2,3,0,0,0,0,3,2,114,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
37,5,2,3,0,0,0,0,9,2,188,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
26,6,2,1,0,0,1,0,2,4,54,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
43,1,0,3,2,0,0,0,9,0,93,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35,6,0,2,0,0,1,1,2,3,58,1,999,0,1,1.1,93.994,-36.4,4.859,5191,0
44,8,0,6,2,0,0,1,8,0,312,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
30,8,2,6,0,0,0,0,3,1,129,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
25,8,2,6,0,1,1,1,2,2,156,2,999,0,1,1.1,93.994,-36.4,4.855,5191,0
35,6,1,1,0,0,1,0,9,1,487,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
33,5,0,3,0,0,0,0,2,4,245,5,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
48,6,0,2,2,1,0,1,2,3,173,6,999,0,1,1.1,93.994,-36.4,4.858,5191,0
34,6,0,2,0,0,0,1,2,1,95,3,999,0,1,1.1,93.994,-36.4,4.856,5191,0
28,5,0,3,0,1,0,0,4,4,63,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
33,5,0,3,0,0,0,0,4,4,157,6,999,0,1,-1.8,93.749,-34.6,0.659,5008.7,0
25,8,0,6,0,0,0,0,8,3,595,3,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,0
50,1,0,6,0,2,2,0,9,4,230,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
27,5,2,4,0,1,0,1,2,2,195,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
49,8,0,3,2,1,0,0,9,0,333,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
51,2,0,7,0,1,1,0,4,4,132,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
45,8,0,3,0,1,0,1,2,4,336,3,999,0,1,1.1,93.994,-36.4,4.86,5191,0
30,7,2,3,0,0,0,0,5,2,585,4,999,1,0,-0.1,93.2,-42,4.021,5195.8,0
34,6,0,2,2,1,0,1,8,4,266,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
24,6,0,2,0,0,0,0,9,1,107,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
57,6,0,1,2,1,0,1,2,0,300,3,999,0,1,1.1,93.994,-36.4,4.857,5191,0
35,1,0,3,0,0,0,0,4,4,127,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
23,6,2,1,0,1,0,1,4,4,287,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
48,4,0,0,2,1,0,1,8,2,157,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
30,5,2,0,0,0,0,1,2,4,107,2,999,0,1,1.1,93.994,-36.4,4.86,5191,0
31,10,1,1,0,0,0,0,5,1,152,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
54,8,1,6,2,1,0,0,3,2,343,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
26,7,2,7,2,0,0,1,2,2,277,5,999,0,1,1.1,93.994,-36.4,4.859,5191,0
49,9,0,0,0,1,1,0,2,4,291,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
35,1,1,3,0,0,0,0,3,0,288,7,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
51,6,0,1,0,1,0,1,2,3,1009,3,999,0,1,1.1,93.994,-36.4,4.856,5191,0
55,9,0,7,2,1,0,0,3,3,341,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
55,8,0,2,2,2,2,1,2,2,130,2,999,0,1,1.1,93.994,-36.4,4.855,5191,0
33,8,0,6,0,0,0,1,2,2,205,1,999,0,1,1.1,93.994,-36.4,4.855,5191,0
38,6,0,4,0,1,0,1,9,4,389,2,999,0,1,1.4,93.918,-42.7,4.966,5228.1,0
52,8,0,6,0,0,0,0,3,4,67,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
27,8,2,6,0,0,0,1,2,1,148,1,999,0,1,1.1,93.994,-36.4,4.857,5191,0
43,9,2,0,2,1,0,0,5,2,216,4,999,0,1,-0.1,93.2,-42,4.021,5195.8,0
